id	surface	path_or_key	def	current_value	source_layer	readers	live_path	proposed_disposition	reason
X0007	trading.config.json	exitContracts.EMASMACrossover.trailType	trading.config.json:1262	percent	json-base(INERT-shadowed by ConfigLoader.js:2517)	ECM.js:577,726; PolicyBuilder.js:212-214	yes	MOVE-TO-SETTINGS	trail-mode gate, live reader
X0008	trading.config.json	exitContracts.EMASMACrossover.tpMode	trading.config.json:1263	percent	json-base(INERT-shadowed by ConfigLoader.js:2518)	PolicyBuilder.js:215-217,235-237; ECM.js:1025; TakeProfitChecker.js:21 dead	yes	MOVE-TO-SETTINGS	shapes TP + vol-scaling skip, live
X0009	trading.config.json	exitContracts.EMASMACrossover.maxHoldMode	trading.config.json:1264	minutes	json-base(INERT-shadowed by ConfigLoader.js:2519)	MaxHoldChecker.js:32,34; PolicyBuilder.js:218-220,249-252	yes	MOVE-TO-SETTINGS	max-hold-mode gate, live reader
X0010	trading.config.json	exitContracts.EMASMACrossover.partialExit.enabled	trading.config.json:1266	false	json-base(INERT-shadowed by ConfigLoader.js:2521)	ProfitExitPlanner.js:155-157	yes	MOVE-TO-SETTINGS	partial-exit toggle, live reader
X0011	trading.config.json	exitContracts.EMASMACrossover.partialExit.triggerR	trading.config.json:1267	1	json-base(INERT-shadowed by ConfigLoader.js:2522)	ProfitExitPlanner.js:168	yes	MOVE-TO-SETTINGS	partial-exit R-trigger, live reader
X0012	trading.config.json	exitContracts.EMASMACrossover.partialExit.fraction	trading.config.json:1268	0.5	json-base(INERT-shadowed by ConfigLoader.js:2523)	ProfitExitPlanner.js:186-188	yes	MOVE-TO-SETTINGS	partial-exit fraction, live reader
X0013	trading.config.json	exitContracts.EMASMACrossover.partialExit.remainderTrail	trading.config.json:1269	atr	json-base(INERT-shadowed by ConfigLoader.js:2524)	ProfitExitPlanner.js:193 (evidence tag only)	yes	MOVE-TO-SETTINGS	evidence tag only, no behavior branch
X0014	trading.config.json	exitContracts.EMASMACrossover.invalidationConditions	trading.config.json:1271-1273	["ema_cross_reversal"]	json-base(INERT-shadowed by ConfigLoader.js:2529)	ECM.js:381-387,488+ (ema_cross_reversal live case)	yes	MOVE-TO-SETTINGS	invalidation rule set, live dispatcher
X0015	trading.config.json	exitContracts.EMASMACrossover._validated	trading.config.json:1274	2026-03-20	json-base(INERT-shadowed by ConfigLoader.js:2530)	PolicyBuilder.js:271 to validatedAt; deleted dto/FrozenExitPolicy.js:48	yes	MOVE-TO-INTERNALS	metadata not behavior
X0016	trading.config.json	exitContracts.LiquiditySweep.stopLossPercent	trading.config.json:1277	-2	json-base(INERT-shadowed by ConfigLoader.js:2538)	same SL reader set as X0001	yes	MOVE-TO-SETTINGS	per-strategy SL distance, live
X0017	trading.config.json	exitContracts.LiquiditySweep.takeProfitPercent	trading.config.json:1278	2.5	json-base(INERT-shadowed by ConfigLoader.js:2539)	same TP reader set as X0002	yes	MOVE-TO-SETTINGS	TP-trigger dead, sizing-only live
X0018	trading.config.json	exitContracts.LiquiditySweep.trailingStopPercent	trading.config.json:1279	0.5	json-base(INERT-shadowed by ConfigLoader.js:2540)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0019	trading.config.json	exitContracts.LiquiditySweep.trailingActivation	trading.config.json:1280	0.7	json-base(INERT-shadowed by ConfigLoader.js:2541)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0020	trading.config.json	exitContracts.LiquiditySweep.maxHoldTimeMinutes	trading.config.json:1281	180	json-base(INERT-shadowed by ConfigLoader.js:2542)	MaxHoldChecker.js:39	yes	MOVE-TO-SETTINGS	max-hold, live reader
X0021	trading.config.json	exitContracts.LiquiditySweep.useStructuralExits	trading.config.json:1282	true	json-base(INERT-shadowed by ConfigLoader.js:2543)	ECM.js:360,363; OrderExecutor.js:2127,2380 (presence/type gate only); tools/matrix-sweep.js:454	yes	MOVE-TO-SETTINGS	comment says LOCKED but live pipeline only checks type, not value
X0022	trading.config.json	exitContracts.LiquiditySweep.stopType	trading.config.json:1283	percent	json-base(INERT-shadowed by ConfigLoader.js:2544)	StopLossChecker.js:29,31; PolicyBuilder.js:209-211	yes	MOVE-TO-SETTINGS	stop-mode gate, live
X0023	trading.config.json	exitContracts.LiquiditySweep.trailType	trading.config.json:1284	percent	json-base(INERT-shadowed by ConfigLoader.js:2545)	ECM.js:577,726; PolicyBuilder.js:212-214	yes	MOVE-TO-SETTINGS	trail-mode gate, live
X0024	trading.config.json	exitContracts.LiquiditySweep.tpMode	trading.config.json:1285	percent	json-base(INERT-shadowed by ConfigLoader.js:2546)	PolicyBuilder.js:215-217,235-237; ECM.js:1025	yes	MOVE-TO-SETTINGS	shapes TP + vol-scaling, live
X0025	trading.config.json	exitContracts.LiquiditySweep.maxHoldMode	trading.config.json:1286	minutes	json-base(INERT-shadowed by ConfigLoader.js:2547)	MaxHoldChecker.js:32,34; PolicyBuilder.js:218-220,249-252	yes	MOVE-TO-SETTINGS	max-hold-mode gate, live
X0026	trading.config.json	exitContracts.LiquiditySweep.partialExit.enabled	trading.config.json:1288	false	json-base(INERT-shadowed by ConfigLoader.js:2549)	ProfitExitPlanner.js:155-157	yes	MOVE-TO-SETTINGS	partial-exit toggle, live
X0027	trading.config.json	exitContracts.LiquiditySweep.partialExit.triggerR	trading.config.json:1289	1	json-base(INERT-shadowed by ConfigLoader.js:2550)	ProfitExitPlanner.js:168	yes	MOVE-TO-SETTINGS	partial-exit R-trigger, live
X0028	trading.config.json	exitContracts.LiquiditySweep.partialExit.fraction	trading.config.json:1290	0.5	json-base(INERT-shadowed by ConfigLoader.js:2551)	ProfitExitPlanner.js:186-188	yes	MOVE-TO-SETTINGS	partial-exit fraction, live
X0029	trading.config.json	exitContracts.LiquiditySweep.partialExit.remainderTrail	trading.config.json:1291	atr	json-base(INERT-shadowed by ConfigLoader.js:2552)	ProfitExitPlanner.js:193	yes	MOVE-TO-SETTINGS	evidence tag only
X0030	trading.config.json	exitContracts.LiquiditySweep.invalidationConditions	trading.config.json:1293-1295	["liquidity_absorbed"]	json-base(INERT-shadowed by ConfigLoader.js:2556)	ECM.js:381-387 dispatcher - no switch case for this label	yes	MOVE-TO-SETTINGS	condition string never fires (unmatched)
X0031	trading.config.json	exitContracts.LiquiditySweep._validated	trading.config.json:1296	2026-03-20	json-base(INERT-shadowed by ConfigLoader.js:2557)	PolicyBuilder.js:271; deleted FrozenExitPolicy.js:48	yes	MOVE-TO-INTERNALS	metadata not behavior
X0032	trading.config.json	exitContracts.BreakRetest.stopLossPercent	trading.config.json:1299	-2	json-base(INERT-shadowed by ConfigLoader.js:2560)	same SL reader set as X0001	none	MOVE-TO-SETTINGS	no strategies.BreakRetest block exists - contract unreachable
X0033	trading.config.json	exitContracts.BreakRetest.takeProfitPercent	trading.config.json:1300	2.5	json-base(INERT-shadowed by ConfigLoader.js:2561)	same TP reader set as X0002	none	MOVE-TO-SETTINGS	contract unreachable
X0034	trading.config.json	exitContracts.BreakRetest.trailingStopPercent	trading.config.json:1301	0.6	json-base(INERT-shadowed by ConfigLoader.js:2562)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable; reader also dead
X0035	trading.config.json	exitContracts.BreakRetest.trailingActivation	trading.config.json:1302	0.8	json-base(INERT-shadowed by ConfigLoader.js:2563)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable
X0036	trading.config.json	exitContracts.BreakRetest.maxHoldTimeMinutes	trading.config.json:1303	240	json-base(INERT-shadowed by ConfigLoader.js:2564)	MaxHoldChecker.js:39	none	MOVE-TO-SETTINGS	contract unreachable
X0037	trading.config.json	exitContracts.BreakRetest.useStructuralExits	trading.config.json:1304	true	json-base(INERT-shadowed by ConfigLoader.js:2565)	ECM.js:360,363; OrderExecutor.js:2127,2380 (type gate)	none	MOVE-TO-SETTINGS	contract unreachable
X0038	trading.config.json	exitContracts.BreakRetest.minConfidence	trading.config.json:1305	null	json-base(INERT-shadowed by ConfigLoader.js:2566)	StrategyOrchestrator.js:651-658,2338	none	MOVE-TO-SETTINGS	contract unreachable
X0039	trading.config.json	exitContracts.BreakRetest.atrMinPercent	trading.config.json:1306	null	json-base(INERT-shadowed by ConfigLoader.js:2567)	StrategyOrchestrator.js:660-667,2536	none	MOVE-TO-SETTINGS	contract unreachable
X0040	trading.config.json	exitContracts.BreakRetest.stopType	trading.config.json:1307	percent	json-base(INERT-shadowed by ConfigLoader.js:2568)	StopLossChecker.js:29,31; PolicyBuilder.js:209-211	none	MOVE-TO-SETTINGS	contract unreachable
X0041	trading.config.json	exitContracts.BreakRetest.trailType	trading.config.json:1308	percent	json-base(INERT-shadowed by ConfigLoader.js:2569)	ECM.js:577,726	none	MOVE-TO-SETTINGS	contract unreachable
X0042	trading.config.json	exitContracts.BreakRetest.tpMode	trading.config.json:1309	percent	json-base(INERT-shadowed by ConfigLoader.js:2570)	PolicyBuilder.js:215-217,235-237	none	MOVE-TO-SETTINGS	contract unreachable
X0043	trading.config.json	exitContracts.BreakRetest.maxHoldMode	trading.config.json:1310	minutes	json-base(INERT-shadowed by ConfigLoader.js:2571)	MaxHoldChecker.js:32,34	none	MOVE-TO-SETTINGS	contract unreachable
X0044	trading.config.json	exitContracts.BreakRetest.partialExit.enabled	trading.config.json:1312	false	json-base(INERT-shadowed by ConfigLoader.js:2573)	ProfitExitPlanner.js:155-157	none	MOVE-TO-SETTINGS	contract unreachable
X0045	trading.config.json	exitContracts.BreakRetest.partialExit.triggerR	trading.config.json:1313	1	json-base(INERT-shadowed by ConfigLoader.js:2574)	ProfitExitPlanner.js:168	none	MOVE-TO-SETTINGS	contract unreachable
X0046	trading.config.json	exitContracts.BreakRetest.partialExit.fraction	trading.config.json:1314	0.5	json-base(INERT-shadowed by ConfigLoader.js:2575)	ProfitExitPlanner.js:186-188	none	MOVE-TO-SETTINGS	contract unreachable
X0047	trading.config.json	exitContracts.BreakRetest.partialExit.remainderTrail	trading.config.json:1315	atr	json-base(INERT-shadowed by ConfigLoader.js:2576)	ProfitExitPlanner.js:193	none	MOVE-TO-SETTINGS	contract unreachable
X0048	trading.config.json	exitContracts.BreakRetest.invalidationConditions	trading.config.json:1317-1319	["break_retest_invalidated"]	json-base(INERT-shadowed by ConfigLoader.js:2578)	ECM dispatcher - no matching case	none	MOVE-TO-SETTINGS	unreachable + unmatched label
X0049	trading.config.json	exitContracts.BreakRetest._validated	trading.config.json:1320	null	json-base(INERT-shadowed by ConfigLoader.js:2579)	PolicyBuilder.js:271	none	MOVE-TO-INTERNALS	metadata not behavior
X0050	trading.config.json	exitContracts.RSI.stopLossPercent	trading.config.json:1323	-0.8	json-base(INERT-shadowed by ConfigLoader.js:2589)	same SL reader set as X0001	yes	MOVE-TO-SETTINGS	per-strategy SL distance, live
X0051	trading.config.json	exitContracts.RSI.takeProfitPercent	trading.config.json:1324	1	json-base(INERT-shadowed by ConfigLoader.js:2590)	same TP reader set as X0002	yes	MOVE-TO-SETTINGS	TP-trigger dead, sizing-only live
X0052	trading.config.json	exitContracts.RSI.trailingStopPercent	trading.config.json:1325	0.6	json-base(INERT-shadowed by ConfigLoader.js:2591)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0053	trading.config.json	exitContracts.RSI.trailingActivation	trading.config.json:1326	0.8	json-base(INERT-shadowed by ConfigLoader.js:2592)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0054	trading.config.json	exitContracts.RSI.maxHoldTimeMinutes	trading.config.json:1327	240	json-base(INERT-shadowed by ConfigLoader.js:2593)	MaxHoldChecker.js:39	yes	MOVE-TO-SETTINGS	max-hold, live reader
X0055	trading.config.json	exitContracts.RSI.minConfidence	trading.config.json:1328	0.6	json-base(INERT-shadowed by ConfigLoader.js:2605)	StrategyOrchestrator.js:651-658,2338	yes	MOVE-TO-SETTINGS	per-strategy confidence gate, live
X0056	trading.config.json	exitContracts.RSI.stopType	trading.config.json:1329	percent	json-base(INERT-shadowed by ConfigLoader.js:2595)	StopLossChecker.js:29,31; PolicyBuilder.js:209-211	yes	MOVE-TO-SETTINGS	stop-mode gate, live
X0057	trading.config.json	exitContracts.RSI.trailType	trading.config.json:1330	percent	json-base(INERT-shadowed by ConfigLoader.js:2596)	ECM.js:577,726	yes	MOVE-TO-SETTINGS	trail-mode gate, live
X0058	trading.config.json	exitContracts.RSI.tpMode	trading.config.json:1331	percent	json-base(INERT-shadowed by ConfigLoader.js:2597)	PolicyBuilder.js:215-217,235-237; ECM.js:1025	yes	MOVE-TO-SETTINGS	shapes TP + vol-scaling, live
X0059	trading.config.json	exitContracts.RSI.maxHoldMode	trading.config.json:1332	minutes	json-base(INERT-shadowed by ConfigLoader.js:2598)	MaxHoldChecker.js:32,34	yes	MOVE-TO-SETTINGS	max-hold-mode gate, live
X0060	trading.config.json	exitContracts.RSI.partialExit.enabled	trading.config.json:1334	false	json-base(INERT-shadowed by ConfigLoader.js:2600)	ProfitExitPlanner.js:155-157	yes	MOVE-TO-SETTINGS	partial-exit toggle, live
X0061	trading.config.json	exitContracts.RSI.partialExit.triggerR	trading.config.json:1335	1	json-base(INERT-shadowed by ConfigLoader.js:2601)	ProfitExitPlanner.js:168	yes	MOVE-TO-SETTINGS	partial-exit R-trigger, live
X0062	trading.config.json	exitContracts.RSI.partialExit.fraction	trading.config.json:1336	0.5	json-base(INERT-shadowed by ConfigLoader.js:2602)	ProfitExitPlanner.js:186-188	yes	MOVE-TO-SETTINGS	partial-exit fraction, live
X0063	trading.config.json	exitContracts.RSI.partialExit.remainderTrail	trading.config.json:1337	atr	json-base(INERT-shadowed by ConfigLoader.js:2603)	ProfitExitPlanner.js:193	yes	MOVE-TO-SETTINGS	evidence tag only
X0064	trading.config.json	exitContracts.RSI.invalidationConditions	trading.config.json:1339	[]	json-base(INERT-shadowed by ConfigLoader.js:2607)	ECM.js:381 (length guard, never enters)	yes	MOVE-TO-SETTINGS	empty list, dispatcher short-circuits
X0065	trading.config.json	exitContracts.RSI._validated	trading.config.json:1340	2026-03-20	json-base(INERT-shadowed by ConfigLoader.js:2608)	PolicyBuilder.js:271; deleted FrozenExitPolicy.js:48	yes	MOVE-TO-INTERNALS	metadata not behavior
X0066	trading.config.json	exitContracts.MADynamicSR.stopLossPercent	trading.config.json:1343	-0.8	json-base(INERT-shadowed by ConfigLoader.js:2616)	same SL reader set as X0001	yes	MOVE-TO-SETTINGS	per-strategy SL distance, live
X0067	trading.config.json	exitContracts.MADynamicSR.takeProfitPercent	trading.config.json:1344	1	json-base(INERT-shadowed by ConfigLoader.js:2617)	same TP reader set as X0002	yes	MOVE-TO-SETTINGS	TP-trigger dead, sizing-only live
X0068	trading.config.json	exitContracts.MADynamicSR.trailingStopPercent	trading.config.json:1345	0.5	json-base(INERT-shadowed by ConfigLoader.js:2618)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0069	trading.config.json	exitContracts.MADynamicSR.trailingActivation	trading.config.json:1346	0.7	json-base(INERT-shadowed by ConfigLoader.js:2619)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0070	trading.config.json	exitContracts.MADynamicSR.maxHoldTimeMinutes	trading.config.json:1347	180	json-base(INERT-shadowed by ConfigLoader.js:2620)	MaxHoldChecker.js:39	yes	MOVE-TO-SETTINGS	max-hold, live reader
X0071	trading.config.json	exitContracts.MADynamicSR.stopType	trading.config.json:1348	percent	json-base(INERT-shadowed by ConfigLoader.js:2622)	StopLossChecker.js:29,31; PolicyBuilder.js:209-211	yes	MOVE-TO-SETTINGS	stop-mode gate, live
X0072	trading.config.json	exitContracts.MADynamicSR.trailType	trading.config.json:1349	percent	json-base(INERT-shadowed by ConfigLoader.js:2623)	ECM.js:577,726	yes	MOVE-TO-SETTINGS	trail-mode gate, live
X0073	trading.config.json	exitContracts.MADynamicSR.tpMode	trading.config.json:1350	percent	json-base(INERT-shadowed by ConfigLoader.js:2624)	PolicyBuilder.js:215-217,235-237; ECM.js:1025	yes	MOVE-TO-SETTINGS	shapes TP + vol-scaling, live
X0074	trading.config.json	exitContracts.MADynamicSR.maxHoldMode	trading.config.json:1351	minutes	json-base(INERT-shadowed by ConfigLoader.js:2625)	MaxHoldChecker.js:32,34	yes	MOVE-TO-SETTINGS	max-hold-mode gate, live
X0075	trading.config.json	exitContracts.MADynamicSR.partialExit.enabled	trading.config.json:1353	false	json-base(INERT-shadowed by ConfigLoader.js:2627)	ProfitExitPlanner.js:155-157	yes	MOVE-TO-SETTINGS	partial-exit toggle, live
X0076	trading.config.json	exitContracts.MADynamicSR.partialExit.triggerR	trading.config.json:1354	1	json-base(INERT-shadowed by ConfigLoader.js:2628)	ProfitExitPlanner.js:168	yes	MOVE-TO-SETTINGS	partial-exit R-trigger, live
X0077	trading.config.json	exitContracts.MADynamicSR.partialExit.fraction	trading.config.json:1355	0.5	json-base(INERT-shadowed by ConfigLoader.js:2629)	ProfitExitPlanner.js:186-188	yes	MOVE-TO-SETTINGS	partial-exit fraction, live
X0078	trading.config.json	exitContracts.MADynamicSR.partialExit.remainderTrail	trading.config.json:1356	atr	json-base(INERT-shadowed by ConfigLoader.js:2630)	ProfitExitPlanner.js:193	yes	MOVE-TO-SETTINGS	evidence tag only
X0079	trading.config.json	exitContracts.MADynamicSR.invalidationConditions	trading.config.json:1358-1360	["sr_break"]	json-base(INERT-shadowed by ConfigLoader.js:2634)	ECM dispatcher - no matching case	yes	MOVE-TO-SETTINGS	condition string never fires
X0080	trading.config.json	exitContracts.MADynamicSR._validated	trading.config.json:1361	2026-03-20	json-base(INERT-shadowed by ConfigLoader.js:2635)	PolicyBuilder.js:271; deleted FrozenExitPolicy.js:48	yes	MOVE-TO-INTERNALS	metadata not behavior
X0081	trading.config.json	exitContracts.CandlePattern.stopLossPercent	trading.config.json:1364	-0.8	json-base(INERT-shadowed by ConfigLoader.js:2639)	same SL reader set as X0001	none	MOVE-TO-SETTINGS	no strategies.CandlePattern block - contract unreachable
X0082	trading.config.json	exitContracts.CandlePattern.takeProfitPercent	trading.config.json:1365	1	json-base(INERT-shadowed by ConfigLoader.js:2640)	same TP reader set as X0002	none	MOVE-TO-SETTINGS	contract unreachable
X0083	trading.config.json	exitContracts.CandlePattern.trailingStopPercent	trading.config.json:1366	0.5	json-base(INERT-shadowed by ConfigLoader.js:2641)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable
X0084	trading.config.json	exitContracts.CandlePattern.trailingActivation	trading.config.json:1367	0.7	json-base(INERT-shadowed by ConfigLoader.js:2642)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable
X0085	trading.config.json	exitContracts.CandlePattern.maxHoldTimeMinutes	trading.config.json:1368	150	json-base(INERT-shadowed by ConfigLoader.js:2643)	MaxHoldChecker.js:39	none	MOVE-TO-SETTINGS	contract unreachable
X0086	trading.config.json	exitContracts.CandlePattern.stopType	trading.config.json:1369	percent	json-base(INERT-shadowed by ConfigLoader.js:2644)	StopLossChecker.js:29,31	none	MOVE-TO-SETTINGS	contract unreachable
X0087	trading.config.json	exitContracts.CandlePattern.trailType	trading.config.json:1370	percent	json-base(INERT-shadowed by ConfigLoader.js:2645)	ECM.js:577,726	none	MOVE-TO-SETTINGS	contract unreachable
X0088	trading.config.json	exitContracts.CandlePattern.tpMode	trading.config.json:1371	percent	json-base(INERT-shadowed by ConfigLoader.js:2646)	PolicyBuilder.js:215-217,235-237	none	MOVE-TO-SETTINGS	contract unreachable
X0089	trading.config.json	exitContracts.CandlePattern.maxHoldMode	trading.config.json:1372	minutes	json-base(INERT-shadowed by ConfigLoader.js:2647)	MaxHoldChecker.js:32,34	none	MOVE-TO-SETTINGS	contract unreachable
X0090	trading.config.json	exitContracts.CandlePattern.partialExit.enabled	trading.config.json:1374	false	json-base(INERT-shadowed by ConfigLoader.js:2649)	ProfitExitPlanner.js:155-157	none	MOVE-TO-SETTINGS	contract unreachable
X0091	trading.config.json	exitContracts.CandlePattern.partialExit.triggerR	trading.config.json:1375	1	json-base(INERT-shadowed by ConfigLoader.js:2650)	ProfitExitPlanner.js:168	none	MOVE-TO-SETTINGS	contract unreachable
X0092	trading.config.json	exitContracts.CandlePattern.partialExit.fraction	trading.config.json:1376	0.5	json-base(INERT-shadowed by ConfigLoader.js:2651)	ProfitExitPlanner.js:186-188	none	MOVE-TO-SETTINGS	contract unreachable
X0093	trading.config.json	exitContracts.CandlePattern.partialExit.remainderTrail	trading.config.json:1377	atr	json-base(INERT-shadowed by ConfigLoader.js:2652)	ProfitExitPlanner.js:193	none	MOVE-TO-SETTINGS	contract unreachable
X0094	trading.config.json	exitContracts.CandlePattern.invalidationConditions	trading.config.json:1379-1381	["pattern_invalidated"]	json-base(INERT-shadowed by ConfigLoader.js:2657)	ECM dispatcher - no matching case	none	MOVE-TO-SETTINGS	unreachable + unmatched label
X0095	trading.config.json	exitContracts.MarketRegime.stopLossPercent	trading.config.json:1384	-0.8	json-base(INERT-shadowed by ConfigLoader.js:2661)	same SL reader set as X0001	none	MOVE-TO-SETTINGS	no strategies.MarketRegime block - contract unreachable
X0096	trading.config.json	exitContracts.MarketRegime.takeProfitPercent	trading.config.json:1385	1	json-base(INERT-shadowed by ConfigLoader.js:2662)	same TP reader set as X0002	none	MOVE-TO-SETTINGS	contract unreachable
X0097	trading.config.json	exitContracts.MarketRegime.trailingStopPercent	trading.config.json:1386	0.6	json-base(INERT-shadowed by ConfigLoader.js:2663)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable
X0098	trading.config.json	exitContracts.MarketRegime.trailingActivation	trading.config.json:1387	0.8	json-base(INERT-shadowed by ConfigLoader.js:2664)	TrailingStopChecker (dead)	none	MOVE-TO-SETTINGS	contract unreachable
X0099	trading.config.json	exitContracts.MarketRegime.maxHoldTimeMinutes	trading.config.json:1388	360	json-base(INERT-shadowed by ConfigLoader.js:2665)	MaxHoldChecker.js:39	none	MOVE-TO-SETTINGS	contract unreachable
X0100	trading.config.json	exitContracts.MarketRegime.stopType	trading.config.json:1389	percent	json-base(INERT-shadowed by ConfigLoader.js:2666)	StopLossChecker.js:29,31	none	MOVE-TO-SETTINGS	contract unreachable
X0101	trading.config.json	exitContracts.MarketRegime.trailType	trading.config.json:1390	percent	json-base(INERT-shadowed by ConfigLoader.js:2667)	ECM.js:577,726	none	MOVE-TO-SETTINGS	contract unreachable
X0102	trading.config.json	exitContracts.MarketRegime.tpMode	trading.config.json:1391	percent	json-base(INERT-shadowed by ConfigLoader.js:2668)	PolicyBuilder.js:215-217,235-237	none	MOVE-TO-SETTINGS	contract unreachable
X0103	trading.config.json	exitContracts.MarketRegime.maxHoldMode	trading.config.json:1392	minutes	json-base(INERT-shadowed by ConfigLoader.js:2669)	MaxHoldChecker.js:32,34	none	MOVE-TO-SETTINGS	contract unreachable
X0104	trading.config.json	exitContracts.MarketRegime.partialExit.enabled	trading.config.json:1394	false	json-base(INERT-shadowed by ConfigLoader.js:2671)	ProfitExitPlanner.js:155-157	none	MOVE-TO-SETTINGS	contract unreachable
X0105	trading.config.json	exitContracts.MarketRegime.partialExit.triggerR	trading.config.json:1395	1	json-base(INERT-shadowed by ConfigLoader.js:2672)	ProfitExitPlanner.js:168	none	MOVE-TO-SETTINGS	contract unreachable
X0106	trading.config.json	exitContracts.MarketRegime.partialExit.fraction	trading.config.json:1396	0.5	json-base(INERT-shadowed by ConfigLoader.js:2673)	ProfitExitPlanner.js:186-188	none	MOVE-TO-SETTINGS	contract unreachable
X0107	trading.config.json	exitContracts.MarketRegime.partialExit.remainderTrail	trading.config.json:1397	atr	json-base(INERT-shadowed by ConfigLoader.js:2674)	ProfitExitPlanner.js:193	none	MOVE-TO-SETTINGS	contract unreachable
X0108	trading.config.json	exitContracts.MarketRegime.invalidationConditions	trading.config.json:1399-1401	["regime_change"]	json-base(INERT-shadowed by ConfigLoader.js:2679)	ECM dispatcher - no matching case reached for unreachable strategy	none	MOVE-TO-SETTINGS	contract unreachable
X0109	trading.config.json	exitContracts.OGZTPO.stopLossPercent	trading.config.json:1404	-2	json-base(INERT-shadowed by ConfigLoader.js:2682)	same SL reader set as X0001	yes	MOVE-TO-SETTINGS	per-strategy SL distance, live
X0110	trading.config.json	exitContracts.OGZTPO.takeProfitPercent	trading.config.json:1405	2.5	json-base(INERT-shadowed by ConfigLoader.js:2683)	same TP reader set as X0002	yes	MOVE-TO-SETTINGS	TP-trigger dead, sizing-only live
X0111	trading.config.json	exitContracts.OGZTPO.trailingStopPercent	trading.config.json:1406	0.6	json-base(INERT-shadowed by ConfigLoader.js:2684)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0112	trading.config.json	exitContracts.OGZTPO.trailingActivation	trading.config.json:1407	0.8	json-base(INERT-shadowed by ConfigLoader.js:2685)	TrailingStopChecker (dead)	yes	MOVE-TO-SETTINGS	only reader is dead module
X0113	trading.config.json	exitContracts.OGZTPO.maxHoldTimeMinutes	trading.config.json:1408	240	json-base(INERT-shadowed by ConfigLoader.js:2686)	MaxHoldChecker.js:39	yes	MOVE-TO-SETTINGS	max-hold, live reader
X0114	trading.config.json	exitContracts.OGZTPO.stopType	trading.config.json:1409	percent	json-base(INERT-shadowed by ConfigLoader.js:2687)	StopLossChecker.js:29,31	yes	MOVE-TO-SETTINGS	stop-mode gate, live
X0115	trading.config.json	exitContracts.OGZTPO.trailType	trading.config.json:1410	percent	json-base(INERT-shadowed by ConfigLoader.js:2688)	ECM.js:577,726	yes	MOVE-TO-SETTINGS	trail-mode gate, live
X0116	trading.config.json	exitContracts.OGZTPO.tpMode	trading.config.json:1411	percent	json-base(INERT-shadowed by ConfigLoader.js:2689)	PolicyBuilder.js:215-217,235-237; ECM.js:1025	yes	MOVE-TO-SETTINGS	shapes TP + vol-scaling, live
X0117	trading.config.json	exitContracts.OGZTPO.maxHoldMode	trading.config.json:1412	minutes	json-base(INERT-shadowed by ConfigLoader.js:2690)	MaxHoldChecker.js:32,34	yes	MOVE-TO-SETTINGS	max-hold-mode gate, live
X0118	trading.config.json	exitContracts.OGZTPO.partialExit.enabled	trading.config.json:1414	false	json-base(INERT-shadowed by ConfigLoader.js:2692)	ProfitExitPlanner.js:155-157	yes	MOVE-TO-SETTINGS	partial-exit toggle, live
X0119	trading.config.json	exitContracts.OGZTPO.partialExit.triggerR	trading.config.json:1415	1	json-base(INERT-shadowed by ConfigLoader.js:2693)	ProfitExitPlanner.js:168	yes	MOVE-TO-SETTINGS	partial-exit R-trigger, live
X0120	trading.config.json	exitContracts.OGZTPO.partialExit.fraction	trading.config.json:1416	0.5	json-base(INERT-shadowed by ConfigLoader.js:2694)	ProfitExitPlanner.js:186-188	yes	MOVE-TO-SETTINGS	partial-exit fraction, live
X0121	trading.config.json	exitContracts.OGZTPO.partialExit.remainderTrail	trading.config.json:1417	atr	json-base(INERT-shadowed by ConfigLoader.js:2695)	ProfitExitPlanner.js:193	yes	MOVE-TO-SETTINGS	evidence tag only
X0122	trading.config.json	exitContracts.OGZTPO.invalidationConditions	trading.config.json:1419	[]	json-base(INERT-shadowed by ConfigLoader.js:2700)	ECM.js:381 (length guard)	yes	MOVE-TO-SETTINGS	empty list, dispatcher short-circuits
X0123	trading.config.json	exitContracts.OpeningRangeBreakout.stopLossPercent	trading.config.json:1422	-2	json-base(INERT-shadowed by ConfigLoader.js:2703)	same SL reader set as X0001	yes	MOVE-TO-SETTINGS	per-strategy SL distance, live
